1998/99,80.17,72.59,"9,758.69",134.4,1.94,1.89
1999/00,77.39,70.49,"9,430.61",133.8,1.82,1.89
2000/2001,79.55,72.44,"9,915.05",136.9,1.85,1.89
2001/2002,75.7,68.77,"9,502.58",138.2,1.97,1.89
2002/2003,78.89,69.33,"8,966.79",129.3,2.32,1.98
2003/2004,78.6,70.94,"10,087.29",142.2,2.42,1.98
2004/2005,80.93,73.63,"11,805.58",160.3,2.06,1.95
2005/2006,81.78,75.12,"11,112.19",147.9,2,1.95
2006/2007,78.33,70.64,"10,531.12",149.1,3.04,1.95
2007/2008,93.53,86.52,"13,037.88",150.7,4.2,1.95
2008/2009,85.98,78.57,"12,043.20",153.3,4.06,1.95
2009/2010,86.38,79.49,"13,067.16",164.4,3.55,1.95
2010/2011,88.19,81.45,"12,425.33",152.6,5.18,1.95
2011/2012,91.94,83.88,"12,313.96",146.8,6.22,1.95
2012/13,97.29,87.37,"10,755.11",123.1,6.89,1.95
2013/14,95.37,87.45,"13,828.96",158.13,4.46,1.95
2014/15,90.6,83.14,"14,215.53",170.99,3.50-3.90,1.95
